"date","close","volume","open","high","low"
"2016/09/23","48.0100","2090594.0000","47.8700","48.4699","47.8200"
"2016/09/22","48.0300","4786607.0000","48.4900","48.7500","47.9100"
"2016/09/21","48.4200","4177533.0000","48.3800","49.0000","48.2700"
"2016/09/20","48.7300","3368043.0000","48.6900","48.9400","48.1700"
"2016/09/19","48.7600","4564512.0000","48.2400","48.8900","48.1600"
"2016/09/16","48.4700","4991674.0000","48.6300","48.9900","48.1150"
"2016/09/15","48.8900","4829442.0000","48.1200","49.0300","48.0200"
"2016/09/14","48.3500","4829556.0000","48.3900","48.6200","48.0000"
"2016/09/13","48.5000","5064423.0000","48.1300","49.6400","48.0100"
"2016/09/12","49.4000","3926010.0000","48.0600","49.7000","47.7100"
"2016/09/09","49.0800","7470201.0000","49.8300","50.1700","48.1305"
"2016/09/08","50.3100","11551090.0000","48.4500","50.8900","48.4100"
"2016/09/07","48.0000","41493110.0000","45.0700","49.3800","45.0200"
"2016/09/06","45.4500","15804840.0000","43.2500","46.2500","42.0200"
"2016/09/02","42.9800","2280815.0000","43.9080","43.9080","42.7000"
"2016/09/01","43.5000","2539269.0000","47.5500","47.5500","43.5000"
"2016/08/31","44.6800","2479830.0000","44.7500","45.1000","44.0000"
"2016/08/30","45.1500","1348513.0000","46.2500","46.7500","44.5500"
"2016/08/29","46.3000","390147.0000","45.8000","47.0000","45.8000"
"2016/08/26","45.7500","62730.0000","45.9459","45.9500","45.4892"
"2016/08/25","45.4121","104300.0000","46.2500","46.2500","45.1000"
"2016/08/24","45.6000","708893.0000","50.0000","50.0000","45.1000"
"2016/08/23","45.0000","416182.0000","43.7500","45.9000","43.5000"
"2016/08/22","43.6500","630310.0000","43.0000","45.6000","42.6000"
"2016/08/19","43.5000","1329102.0000","42.7000","43.5000","42.6500"
"2016/08/18","42.7500","496033.0000","44.0000","44.0000","42.5000"
"2016/08/17","43.0000","76200.0000","43.5000","44.0000","43.0000"
"2016/08/16","40.0000","0.0000","40.0000","40.0000","40.0000"
"2016/08/15","40.0000","0.0000","40.0000","40.0000","40.0000"
"2016/08/12","40.0000","0.0000","40.0000","40.0000","40.0000"
"2016/08/11","40.0000","0.0000","40.0000","40.0000","40.0000"
"2016/08/10","40.0000","0.0000","40.0000","45.0000","35.0000"
